GEOID,geometry,TRACT
37031970301,"list(list(c(-76.69185, -76.691604, -76.691035, -76.689893, -76.68707, -76.686032, -76.686263, -76.68435, -76.682974, -76.67462, -76.672149, -76.669567, -76.664838, -76.662462, -76.660584, -76.640284, -76.634558, -76.634387, -76.633144, -76.630232, -76.62859, -76.626764, -76.624063, -76.623265, -76.624722, -76.626435, -76.631101, -76.631668, -76.630003, -76.630572, -76.628975, -76.6276, -76.626651, -76.627695, -76.627337, -76.626274, -76.627902, -76.629316, -76.630532, -76.628367, -76.625141, -76.623084, 
-76.622769, -76.621156, -76.620714, -76.612425, -76.6109931318476, -76.617267, -76.6172636731246, -76.617195, -76.61489, -76.617504, -76.618693, -76.6185448951164, -76.617742, -76.621545, -76.624159, -76.622451, -76.624872, -76.6244751261338, -76.626453, -76.627974, -76.628962, -76.633889, -76.63542, -76.637169, -76.64136, -76.643244, -76.647499, -76.647669, -76.650909, -76.651272, -76.65209, -76.65235, -76.652481, -76.652208, -76.651192, -76.657386, -76.67372, -76.673213, -76.671227, -76.685771, 
-76.686043, -76.686144, -76.685054, -76.685721, -76.686352, -76.686022, -76.686594, -76.688013, -76.689915, -76.690895, -76.691386, -76.691194, -76.689967, -76.689305, -76.689105, -76.691877, -76.69185, 34.871067, 34.879033, 34.882386, 34.884444, 34.888003, 34.892475, 34.895371, 34.897972, 34.899269, 34.901943, 34.903999, 34.905135, 34.910209, 34.912257, 34.910329, 34.902235, 34.899448, 34.898248, 34.897381, 34.897784, 34.897023, 34.896915, 34.893434, 34.893374, 34.890597, 34.879017, 34.847722, 34.844135, 
34.838181, 34.836734, 34.835639, 34.833769, 34.831371, 34.83087, 34.825329, 34.82413, 34.822612, 34.822628, 34.821074, 34.818429, 34.819112, 34.81818, 34.815485, 34.814273, 34.807907, 34.792675, 34.7888541558733, 34.7879, 34.7876564912063, 34.78263, 34.776773, 34.767987, 34.760372, 34.7592468077985, 34.753147, 34.748851, 34.746507, 34.737559, 34.733812, 34.7329816621368, 34.734178, 34.732888, 34.734527, 34.73713, 34.735072, 34.732655, 34.72786, 34.726467, 34.724463, 34.726375, 34.733388, 34.734136, 
34.735945, 34.737005, 34.73823, 34.740621, 34.748714, 34.749276, 34.749039, 34.750161, 34.756569, 34.7738, 34.775014, 34.784248, 34.790695, 34.796582, 34.80215, 34.806175, 34.80976, 34.814045, 34.818838, 34.822345, 34.825319, 34.827957, 34.832607, 34.837215, 34.840513, 34.869641, 34.871067)))",970301
37031970701,"list(list(c(-76.935798, -76.935691, -76.935675, -76.933548, -76.931614, -76.931186, -76.9304, -76.9297, -76.926729, -76.919271, -76.915669, -76.910006, -76.907435, -76.902503, -76.901118, -76.897151, -76.892109, -76.889136, -76.887775, -76.887133, -76.877452, -76.873059, -76.867196, -76.875287, -76.880714, -76.889003, -76.8894, -76.890586, -76.897593, -76.900545, -76.90111, -76.904303, -76.906202, -76.935937, -76.935798, 34.731427, 34.739059, 34.739216, 34.74608, 34.752057, 34.755497, 34.762929, 
34.765963, 34.766473, 34.764129, 34.761662, 34.763513, 34.763031, 34.764544, 34.765413, 34.76686, 34.765516, 34.764582, 34.764022, 34.764055, 34.767838, 34.768684, 34.767159, 34.75449, 34.746111, 34.733567, 34.732732, 34.729335, 34.728931, 34.729218, 34.729282, 34.729501, 34.729418, 34.72551, 34.731427)))",970701
37031970504,"list(list(c(-76.731293, -76.731024, -76.730947, -76.7289, -76.728825, -76.728439, -76.728356, -76.728276, -76.728265, -76.727902, -76.725433, -76.724996, -76.724559, -76.723421, -76.723096, -76.721994, -76.721944, -76.722637, -76.722288, -76.720236, -76.7132, -76.702607, -76.691573, -76.683855, -76.676836, -76.674288, -76.675095, -76.674743, -76.675259, -76.678956, -76.684168, -76.685293, -76.690881, -76.691207, -76.700314, -76.709561, -76.716285, -76.721682, -76.723901, -76.726666, -76.729107, -76.728532, 
-76.729704, -76.731282, -76.731293, 34.737655, 34.74023, 34.740531, 34.744588, 34.744819, 34.745911, 34.746187, 34.746788, 34.747313, 34.757225, 34.756738, 34.756661, 34.757596, 34.757928, 34.758452, 34.759292, 34.759612, 34.75981, 34.760306, 34.768331, 34.767342, 34.764346, 34.760876, 34.755776, 34.750161, 34.747782, 34.744871, 34.742047, 34.739298, 34.735314, 34.7349, 34.73465, 34.730372, 34.728429, 34.730597, 34.730511, 34.728557, 34.727128, 34.726895, 34.727173, 34.727955, 34.731561, 34.734148, 
34.737392, 34.737655)))",970504
37031970501,"list(list(c(-76.853027, -76.851529, -76.850342, -76.847913, -76.846688, -76.845873, -76.845424, -76.839923, -76.83788, -76.837332, -76.83336, -76.83239, -76.830982, -76.829432, -76.829261, -76.824707, -76.822432, -76.820704, -76.819155, -76.816875, -76.816297, -76.81175, -76.810239, -76.809347, -76.809826, -76.808847, -76.805955, -76.80461, -76.805324, -76.805045, -76.803312, -76.802644, -76.802699, -76.801332, -76.798318, -76.795858, -76.793842, -76.794216, -76.791077, -76.788927, -76.785577, -76.781895, 
-76.779546, -76.7786, -76.773495, -76.766001, -76.766494, -76.769571, -76.77017, -76.771997, -76.772783, -76.770737, -76.770121, -76.765482, -76.765403, -76.765821, -76.766984, -76.76778, -76.768493, -76.769262, -76.774809, -76.783655, -76.787395, -76.795377, -76.795477, -76.80068, -76.802623, -76.804329, -76.813364, -76.817314, -76.817388, -76.819086, -76.820776, -76.823137, -76.826041, -76.83223, -76.835698, -76.836908, -76.841111, -76.847059, -76.854628, -76.853027, 34.761843, 34.761224, 34.760998, 
34.761952, 34.762877, 34.764238, 34.764457, 34.767015, 34.768503, 34.768495, 34.766849, 34.76706, 34.768938, 34.769753, 34.767046, 34.766376, 34.766702, 34.7648, 34.766161, 34.766827, 34.764345, 34.762881, 34.765948, 34.765075, 34.76339, 34.76223, 34.762143, 34.763835, 34.765639, 34.76658, 34.766842, 34.766458, 34.764602, 34.762708, 34.761806, 34.762372, 34.760197, 34.758472, 34.754754, 34.75425, 34.752423, 34.752326, 34.753837, 34.75403, 34.753621, 34.753805, 34.748509, 34.745694, 34.740869, 34.736221, 
34.733917, 34.732882, 34.732604, 34.732555, 34.732326, 34.730985, 34.730153, 34.729439, 34.728472, 34.727059, 34.729078, 34.732294, 34.733633, 34.73567, 34.735702, 34.736612, 34.736921, 34.737253, 34.740154, 34.741326, 34.74117, 34.741674, 34.742176, 34.742875, 34.74374, 34.745601, 34.747612, 34.748374, 34.751027, 34.755795, 34.761946, 34.761843)))",970501
37031970801,"list(list(c(-77.16642, -77.164699, -77.161502, -77.161733, -77.159156, -77.158264, -77.156803, -77.15657, -77.153303, -77.152557, -77.149815, -77.1487, -77.147047, -77.145464, -77.143456, -77.14223, -77.139731, -77.137614, -77.137479, -77.135714, -77.13489, -77.13288, -77.131679, -77.131317, -77.129566, -77.128357, -77.119716, -77.117899, -77.101448, -77.099246, -77.097575, -77.096331, -77.092881, -77.092618, -77.092098, -77.086498, -77.084906, -77.078591, -77.078506, -77.07693, -77.071452, -77.070201, 
-77.068714, -77.068054, -77.067837, -77.067745, -77.067846, -77.069832, -77.072182, -77.073842, -77.075358, -77.075432, -77.076056, -77.07641, -77.078893, -77.080653, -77.081912, -77.083248, -77.084637, -77.087417, -77.088579, -77.091095, -77.093193, -77.095891, -77.099687, -77.105994, -77.106596, -77.109153, -77.113823, -77.12081, -77.121798, -77.122652, -77.123966, -77.125421, -77.125716, -77.124943, -77.125646, -77.126982, -77.130597, -77.131267, -77.133083, -77.134854, -77.135751, -77.137509, 
-77.138629, -77.139946, -77.142434, -77.143076, -77.143077, -77.144856, -77.148811, -77.150696, -77.154005, -77.1562, -77.157773, -77.158393, -77.158731, -77.15702, -77.153265, -77.151107, -77.150761, -77.152957, -77.153543, -77.153322, -77.155053, -77.157585, -77.158684, -77.160275, -77.160401, -77.159501, -77.157254, -77.15741, -77.159316, -77.161644, -77.16323, -77.165734, -77.166427, -77.165253, -77.165986, -77.162995, -77.162101, -77.162731, -77.165714, -77.167769, -77.16642, 34.791435, 34.790316, 
34.793435, 34.794845, 34.794244, 34.793513, 34.794187, 34.793207, 34.792571, 34.793309, 34.792702, 34.793889, 34.793415, 34.794053, 34.793857, 34.797004, 34.796986, 34.797857, 34.797127, 34.797993, 34.797062, 34.79699, 34.798138, 34.792398, 34.790225, 34.789616, 34.786727, 34.785962, 34.776254, 34.774521, 34.771596, 34.766381, 34.752091, 34.75098, 34.749162, 34.741345, 34.739194, 34.730608, 34.730492, 34.728329, 34.720364, 34.718407, 34.716076, 34.714675, 34.713946, 34.711871, 34.711228, 34.711125, 
34.712103, 34.712195, 34.710803, 34.710709, 34.710222, 34.710005, 34.709069, 34.708825, 34.708877, 34.709168, 34.709773, 34.711879, 34.712331, 34.712573, 34.712551, 34.712349, 34.711633, 34.710106, 34.712327, 34.717874, 34.724066, 34.730218, 34.731534, 34.735258, 34.74197, 34.746283, 34.750487, 34.754385, 34.756707, 34.757789, 34.75847, 34.758918, 34.762194, 34.764158, 34.764609, 34.763824, 34.761093, 34.75974, 34.76009, 34.761787, 34.765097, 34.766686, 34.768423, 34.768215, 34.76603, 34.76548, 34.765949, 
34.766563, 34.769058, 34.769953, 34.76993, 34.770298, 34.771396, 34.772876, 34.774447, 34.776233, 34.776706, 34.773569, 34.773569, 34.77463, 34.77618, 34.777795, 34.779403, 34.780827, 34.781997, 34.781125, 34.779218, 34.779329, 34.78106, 34.784076, 34.785032, 34.785526, 34.786702, 34.787678, 34.788146, 34.791, 34.791435)))",970801
37031970305,"list(list(c(-76.692721, -76.690796, -76.691207, -76.690881, -76.685293, -76.684168, -76.678956, -76.675259, -76.674743, -76.675095, -76.674288, -76.67372, -76.657386, -76.651192, -76.652208, -76.652481, -76.65235, -76.65209, -76.651272, -76.650909, -76.647669, -76.647499, -76.649919, -76.654732, -76.655698, -76.656943, -76.659972, -76.660771, -76.656182, -76.650331, -76.649997, -76.6473767038178, -76.649353, -76.655295, -76.669794, -76.672728, -76.6775423957583, -76.678291, -76.680725, -76.680609, 
-76.679334, -76.680725, -76.682811, -76.687215, -76.68988, -76.69046, -76.6927737848951, -76.692721, 34.7176, 34.72109, 34.728429, 34.730372, 34.73465, 34.7349, 34.735314, 34.739298, 34.742047, 34.744871, 34.747782, 34.749039, 34.749276, 34.748714, 34.740621, 34.73823, 34.737005, 34.735945, 34.734136, 34.733388, 34.726375, 34.724463, 34.721741, 34.719616, 34.718969, 34.717458, 34.713742, 34.712481, 34.711835, 34.711684, 34.709577, 34.7089587670501, 34.709392, 34.709979, 34.711151, 34.714683, 34.714765215998, 
34.714778, 34.712587, 34.708681, 34.706776, 34.706204, 34.707252, 34.70992, 34.713921, 34.716017, 34.7159139372866, 34.7176)))",970305
37031971103,"list(list(c(-76.7848312858614, -76.7847827069221, -76.784653, -76.7841644084598, -76.7833332066973, -76.7824780423038, -76.781516, -76.776572, -76.772674, -76.7705138822524, -76.769632, -76.7670030667024, -76.766684, -76.762786, -76.757462, -76.752043, -76.747575, -76.745769, -76.746149, -76.7458058143725, -76.745578, -76.742061, -76.74022947432, -76.738638, -76.736737, -76.73474, -76.733314, -76.732173, -76.732554, -76.730557, -76.72742, -76.7264880090488, -76.724663, -76.7218192110244, -76.720289, 
-76.716011, -76.711257, -76.707835, -76.705648, -76.7029882732547, -76.702606, -76.7018878467516, -76.701275, -76.703176, -76.703652, -76.70194, -76.698898, -76.696902, -76.693384, -76.68806, -76.685683, -76.682641, -76.68112, -76.677792, -76.675986, -76.675701, -76.676271, -76.677697, -76.682831, -76.68806, -76.693574, -76.698213, -76.6996665916248, -76.7009482973567, -76.705947, -76.713064, -76.72067, -76.725047, -76.7293982562645, -76.730144658566, -76.733535, -76.743203, -76.7618912315244, -76.762969, 
-76.779452, -76.782188800735, -76.782183, -76.78481, -76.7848312858614, 34.7034909126353, 34.7034863043177, 34.703474, 34.7035834930994, 34.7037697649639, 34.7039614068411, 34.704177, 34.703161, 34.702692, 34.7028588730015, 34.702927, 34.7002784477972, 34.699957, 34.701051, 34.702458, 34.702692, 34.701989, 34.703083, 34.709726, 34.7111822850708, 34.712149, 34.712384, 34.7118403744987, 34.711368, 34.710977, 34.708867, 34.706678, 34.704334, 34.702223, 34.700816, 34.701754, 34.7022827028827, 34.703318, 
34.7032666375562, 34.703239, 34.704255, 34.704021, 34.702927, 34.700973, 34.6999474051702, 34.6998, 34.7007701273784, 34.701598, 34.704412, 34.707929, 34.711055, 34.712305, 34.711289, 34.70746, 34.701832, 34.699409, 34.698159, 34.699878, 34.699175, 34.69769, 34.695658, 34.694329, 34.693625, 34.693938, 34.693781, 34.693781, 34.694071, 34.6942969137746, 34.6944961134501, 34.695273, 34.69597, 34.696596, 34.697012, 34.6972206429429, 34.6972564329685, 34.697419, 34.697706, 34.6974620678067, 34.697448, 
34.696776, 34.6966038603467, 34.69792, 34.69784, 34.7034909126353)))",971103
37031980100,"list(list(c(-76.330138, -76.328617, -76.32605, -76.323578, -76.321201, -76.320916, -76.317874, -76.315877, -76.31331, -76.310363, -76.308842, -76.30637, -76.304659, -76.301712, -76.300856, -76.297433, -76.296102, -76.294391, -76.291824, -76.289162, -76.28707, -76.285644, -76.286405, -76.285644, -76.283363, -76.27975, -76.2795307437822, -76.276232, -76.27376, -76.269387, -76.265584, -76.264633, -76.262542, -76.259405, -76.256933, -76.254746, -76.253985, -76.254081, -76.252179, -76.249517, -76.24676, 
-76.244003, -76.240675, -76.238108, -76.235351, -76.231263, -76.229077, -76.226985, -76.224323, -76.222992, -76.220425, -76.218048, -76.213295, -76.210918, -76.208826, -76.205499, -76.203217, -76.20084, -76.20084, -76.198083, -76.197323, -76.195897, -76.193044, -76.190858, -76.188196, -76.185058, -76.181731, -76.18002, -76.177453, -76.175741, -76.176502, -76.175076, -76.173174, -76.171558, -76.169181, -76.166424, -76.165759, -76.163287, -76.159959, -76.157583, -76.154825, -76.151783, -76.152449, 
-76.152734, -76.151783, -76.149597, -76.146554, -76.143987, -76.143892, -76.141325, -76.138948, -76.135906, -76.132484, -76.129346, -76.128015, -76.123452, -76.120695, -76.117938, -76.113754, -76.112899, -76.110997, -76.110617, -76.108145, -76.103677, -76.098733, -76.097212, -76.094455, -76.092553, -76.088846, -76.086088, -76.085138, -76.087039, -76.085708, -76.084567, -76.083426, -76.081145, -76.080004, -76.077912, -76.075726, -76.076771, -76.075916, -76.072113, -76.06831, -76.064792, -76.060514, 
-76.057852, -76.053954, -76.048535, -76.04188, -76.037792, -76.036746, -76.037507, -76.04188, -76.050627, -76.059278, -76.063932, -76.074109, -76.080955, -76.096451, -76.110997, -76.129251, -76.158248, -76.185629, -76.199794, -76.21415, -76.231739, -76.242577, -76.257693, -76.275662, -76.2778537450486, -76.286785, -76.30019, -76.313025, -76.322627, -76.327096, -76.328807, -76.330328, -76.330138, 34.847942, 34.849815, 34.849659, 34.848801, 34.850517, 34.853404, 34.854418, 34.858553, 34.859801, 34.861439, 
34.863546, 34.864482, 34.866276, 34.867992, 34.869552, 34.872204, 34.876494, 34.880472, 34.885697, 34.88866, 34.889284, 34.887802, 34.885073, 34.883981, 34.882655, 34.883981, 34.8840976707333, 34.885853, 34.889752, 34.892715, 34.895912, 34.898018, 34.899889, 34.900825, 34.902384, 34.90332, 34.905425, 34.906673, 34.908154, 34.909713, 34.910181, 34.91291, 34.915638, 34.917743, 34.920316, 34.922966, 34.924681, 34.925694, 34.929358, 34.931073, 34.933021, 34.936217, 34.940503, 34.94214, 34.944634, 34.945647, 
34.948219, 34.950089, 34.952349, 34.954842, 34.956634, 34.958972, 34.96053, 34.963101, 34.96466, 34.967776, 34.969178, 34.971126, 34.971438, 34.972217, 34.97432, 34.976891, 34.978449, 34.980474, 34.979851, 34.980552, 34.983512, 34.984681, 34.984525, 34.984914, 34.984525, 34.986784, 34.989042, 34.99208, 34.994572, 34.996675, 34.998544, 35.000881, 35.003217, 35.005709, 35.006799, 35.010303, 35.012406, 35.01334, 35.014197, 35.016766, 35.018168, 35.021983, 35.022683, 35.025486, 35.027355, 35.03187, 35.034595, 
35.03693, 35.03693, 35.039888, 35.0416, 35.043936, 35.045181, 35.048061, 35.051096, 35.052808, 35.055143, 35.057167, 35.059035, 35.060747, 35.062303, 35.063782, 35.066349, 35.067828, 35.069929, 35.071952, 35.072497, 35.073119, 35.071874, 35.071796, 35.071407, 35.069151, 35.064482, 35.061914, 35.059735, 35.057011, 35.053976, 35.049306, 35.046037, 35.043585, 35.039032, 35.034906, 35.023773, 35.012795, 34.998934, 34.976579, 34.955933, 34.944088, 34.932086, 34.916964, 34.907764, 34.896458, 34.883591, 
34.881977388546, 34.875402, 34.866042, 34.855588, 34.848099, 34.845056, 34.844665, 34.845212, 34.847942)), list(c(-76.553628, -76.553887, -76.551811, -76.550414, -76.550301, -76.550586, -76.551822, -76.550586, -76.547449, -76.540413, -76.537086, -76.538227, -76.536801, -76.532237, -76.52948, -76.528149, -76.528244, -76.524631, -76.522159, -76.520733, -76.515029, -76.511226, -76.508374, -76.505997, -76.501339, -76.500578, -76.497726, -76.499913, -76.50305, -76.5024571334244, -76.502004, -76.497251, 
-76.493828, -76.491451, -76.489074, -76.485747, -76.48337, -76.478807, -76.47643, -76.475194, -76.471962, -76.474433, -76.473958, -76.469585, -76.466162, -76.464451, -76.461599, -76.458271, -76.454373, -76.451426, -76.448764, -76.448098, -76.445151, -76.441539, -76.441824, -76.441729, -76.440112, -76.437831, -76.439067, -76.440778, -76.439257, -76.4387862157209, -76.437736, -76.438781, -76.439732, -76.438116, -76.433362, -76.432317, -76.429845, -76.424901, -76.422239, -76.418531, -76.41644, -76.413587, 
-76.412542, -76.413492, -76.414253, -76.412447, -76.413397, -76.413968, -76.412827, -76.408073, -76.402844, -76.402939, -76.402559, -76.402559, -76.402559, -76.399517, -76.397615, -76.389344, -76.387348, -76.383259, -76.380027, -76.376414, -76.373467, -76.372421, -76.369474, -76.366527, -76.3656263273021, -76.36396, -76.364435, -76.363675, -76.358826, -76.354643, -76.352646, -76.347798, -76.346562, -76.343329, -76.340382, -76.33753, -76.33734, -76.340002, -76.345136, -76.352836, -76.3613369409458, 
-76.365861, -76.377935, -76.3906976147934, -76.392291, -76.399327, -76.4208643942893, -76.421859, -76.434503, -76.450856, -76.46388, -76.477381, -76.488124, -76.4909617346091, -76.49668, -76.502955, -76.509705, -76.517881, -76.524536, -76.528339, -76.531001, -76.532998, -76.53547, -76.541079, -76.54878, -76.552963, -76.554769, -76.553628, 34.623165, 34.62795, 34.630451, 34.630916, 34.627468, 34.624104, 34.620192, 34.616045, 34.613698, 34.613855, 34.612837, 34.611116, 34.609708, 34.61049, 34.614324, 
34.617375, 34.621287, 34.623634, 34.626999, 34.63091, 34.637872, 34.644129, 34.648744, 34.656017, 34.660866, 34.663916, 34.666809, 34.669937, 34.672517, 34.6737577121739, 34.674706, 34.676113, 34.67885, 34.685808, 34.689482, 34.691358, 34.696439, 34.700191, 34.700816, 34.703239, 34.706053, 34.709023, 34.711368, 34.712931, 34.715822, 34.719417, 34.722386, 34.723246, 34.725277, 34.725043, 34.727231, 34.729184, 34.731763, 34.733794, 34.735982, 34.739498, 34.74106, 34.742466, 34.745591, 34.747153, 34.750278, 
34.7514142584408, 34.753949, 34.75723, 34.75848, 34.761292, 34.762619, 34.765119, 34.765353, 34.764338, 34.762776, 34.762073, 34.764572, 34.765119, 34.767774, 34.770195, 34.772382, 34.774803, 34.777848, 34.779176, 34.780659, 34.783861, 34.783861, 34.786672, 34.788858, 34.7896951341983, 34.791357, 34.793074, 34.792137, 34.791591, 34.79323, 34.794948, 34.79893, 34.803614, 34.807205, 34.810561, 34.812513, 34.814464, 34.8153951980289, 34.817118, 34.820006, 34.823362, 34.825235, 34.826561, 34.828513, 
34.829059, 34.8314, 34.833351, 34.836628, 34.838813, 34.836706, 34.833663, 34.828434, 34.820162, 34.8116029720105, 34.807048, 34.79526, 34.7823489206851, 34.780737, 34.773241, 34.7483800871617, 34.747232, 34.734107, 34.715119, 34.700035, 34.68401, 34.671031, 34.6674519917991, 34.66024, 34.650778, 34.638263, 34.62559, 34.615732, 34.608377, 34.603213, 34.59703, 34.591552, 34.599222, 34.608064, 34.614637, 34.619488, 34.623165)), list(c(-76.665486, -76.663151, -76.659376244922, -76.659253, -76.6591646038923, 
-76.65469, -76.652693, -76.650697, -76.64851, -76.647084, -76.644327, -76.636626, -76.63501, -76.629306, -76.623411, -76.617897, -76.614855, -76.611337, -76.606013, -76.598597, -76.595935, -76.592037, -76.58928, -76.587854, -76.585382, -76.583291, -76.580248, -76.574924, -76.571597, -76.565512, -76.564657, -76.562185, -76.557811, -76.552202, -76.548494, -76.541459, -76.540223, -76.537561, -76.533663, -76.530241, -76.530906, -76.530431, -76.528719, -76.528815, -76.530146, -76.532237, -76.535565, -76.538607, 
-76.54241, -76.547354, -76.553153, -76.561044, -76.570551, -76.585668, -76.599168, -76.607819, -76.619893, -76.630637, -76.643756, -76.650411, -76.655831, -76.660489, -76.664957, -76.665486, 34.689743, 34.689248, 34.6901563428074, 34.690186, 34.6901769143602, 34.689717, 34.689248, 34.689013, 34.686902, 34.686355, 34.686668, 34.685026, 34.685104, 34.683619, 34.680804, 34.678772, 34.677677, 34.675723, 34.673768, 34.672282, 34.670406, 34.669937, 34.67197, 34.671188, 34.668998, 34.666809, 34.66501, 34.663916, 
34.662352, 34.659615, 34.657972, 34.65719, 34.654532, 34.652342, 34.652029, 34.650465, 34.648118, 34.646789, 34.645225, 34.643582, 34.638889, 34.636308, 34.633413, 34.631536, 34.630128, 34.630362, 34.631692, 34.634978, 34.640297, 34.645537, 34.649448, 34.653593, 34.658285, 34.663916, 34.66806, 34.670328, 34.673533, 34.675879, 34.678303, 34.679944, 34.68315, 34.685964, 34.688231, 34.689743)))",9801
37031990100,list(),9901
37031990200,list(),9902
