Label (Grouping),SEX AND AGE,    Total population,        Male,        Female,        Sex ratio (males per 100 females),        Under 5 years,        5 to 9 years,        10 to 14 years,        15 to 19 years,        20 to 24 years,        25 to 34 years,        35 to 44 years,        45 to 54 years,        55 to 59 years,        60 to 64 years,        65 to 74 years,        75 to 84 years,        85 years and over,        Median age (years),        Under 18 years,        16 years and over,        18 years and over,        21 years and over,        62 years and over,        65 years and over,        18 years and over,            Male,            Female,            Sex ratio (males per 100 females),        65 years and over,            Male,            Female,            Sex ratio (males per 100 females),RACE,    Total population,        One race,        Two or more races,        One race,            White,            Black or African American,            American Indian and Alaska Native,                Cherokee tribal grouping,                Chippewa tribal grouping,                Navajo tribal grouping,                Sioux tribal grouping,            Asian,                Asian Indian,                Chinese,                Filipino,                Japanese,                Korean,                Vietnamese,                Other Asian,            Native Hawaiian and Other Pacific Islander,                Native Hawaiian,                Chamorro,                Samoan,                Other Pacific Islander,            Some other race,        Two or more races,            White and Black or African American,            White and American Indian and Alaska Native,            White and Asian,            Black or African American and American Indian and Alaska Native,Race alone or in combination with one or more other races,    Total population,        White,        Black or African American,        American Indian and Alaska Native,        Asian,        Native Hawaiian and Other Pacific Islander,        Some other race,HISPANIC OR LATINO AND RACE,    Total population,        Hispanic or Latino (of any race),            Mexican,            Puerto Rican,            Cuban,            Other Hispanic or Latino,        Not Hispanic or Latino,            White alone,            Black or African American alone,            American Indian and Alaska Native alone,            Asian alone,            Native Hawaiian and Other Pacific Islander alone,            Some other race alone,            Two or more races,                Two races including Some other race,"                Two races excluding Some other race, and Three or more races",Total housing units,"CITIZEN, VOTING AGE POPULATION","    Citizen, 18 and over population",        Male,        Female
"Census Tract 9706.02, Carteret County, North Carolina!!Percent",,"1,105",57.30%,42.70%,(X),5.60%,0.40%,2.90%,5.70%,6.00%,13.90%,4.30%,11.90%,9.30%,18.80%,12.90%,8.30%,0.00%,(X),14.60%,90.20%,85.40%,82.10%,32.80%,21.20%,944,54.00%,46.00%,(X),234,54.70%,45.30%,(X),,"1,105",100.00%,0.00%,100.00%,89.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.20%,0.00%,0.00%,0.00%,0.10%,0.00%,10.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,"1,105",89.80%,0.00%,0.00%,10.20%,0.00%,0.00%,,"1,105",0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,89.80%,0.00%,0.00%,10.20%,0.00%,0.00%,0.00%,0.00%,0.00%,(X),,944,54.00%,46.00%
"Census Tract 9706.03, Carteret County, North Carolina!!Estimate",,"1,452",710,742,95.7,71,77,138,85,79,214,181,158,164,92,128,52,13,39.4,343,"1,166","1,109","1,071",252,193,"1,109",532,577,92.2,193,102,91,112.1,,"1,452","1,447",5,"1,447","1,139",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,5,0,0,0,0,,"1,452","1,144",48,0,0,0,265,,"1,452",260,139,0,0,121,"1,192","1,139",48,0,0,0,0,5,5,0,719,,"1,031",471,560
"Census Tract 9706.03, Carteret County, North Carolina!!Percent",,"1,452",48.90%,51.10%,(X),4.90%,5.30%,9.50%,5.90%,5.40%,14.70%,12.50%,10.90%,11.30%,6.30%,8.80%,3.60%,0.90%,(X),23.60%,80.30%,76.40%,73.80%,17.40%,13.30%,"1,109",48.00%,52.00%,(X),193,52.80%,47.20%,(X),,"1,452",99.70%,0.30%,99.70%,78.40%,3.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,17.90%,0.30%,0.00%,0.00%,0.00%,0.00%,,"1,452",78.80%,3.30%,0.00%,0.00%,0.00%,18.30%,,"1,452",17.90%,9.60%,0.00%,0.00%,8.30%,82.10%,78.40%,3.30%,0.00%,0.00%,0.00%,0.00%,0.30%,0.30%,0.00%,(X),,"1,031",45.70%,54.30%
"Census Tract 9706.06, Carteret County, North Carolina!!Estimate",,"3,767","2,021","1,746",115.8,144,195,216,118,119,232,333,641,189,304,708,399,169,53.8,661,"3,171","3,106","3,062","1,450","1,276","3,106","1,548","1,558",99.4,"1,276",616,660,93.3,,"3,767","3,651",116,"3,651","3,389",36,0,0,0,0,0,137,0,0,12,0,0,74,51,0,0,0,0,0,89,116,31,65,10,0,,"3,767","3,505",77,75,151,0,89,,"3,767",144,103,0,5,36,"3,623","3,319",36,0,137,0,15,116,0,116,"2,191",,"3,070","1,517","1,553"
"Census Tract 9706.06, Carteret County, North Carolina!!Percent",,"3,767",53.70%,46.30%,(X),3.80%,5.20%,5.70%,3.10%,3.20%,6.20%,8.80%,17.00%,5.00%,8.10%,18.80%,10.60%,4.50%,(X),17.50%,84.20%,82.50%,81.30%,38.50%,33.90%,"3,106",49.80%,50.20%,(X),"1,276",48.30%,51.70%,(X),,"3,767",96.90%,3.10%,96.90%,90.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.60%,0.00%,0.00%,0.30%,0.00%,0.00%,2.00%,1.40%,0.00%,0.00%,0.00%,0.00%,0.00%,2.40%,3.10%,0.80%,1.70%,0.30%,0.00%,,"3,767",93.00%,2.00%,2.00%,4.00%,0.00%,2.40%,,"3,767",3.80%,2.70%,0.00%,0.10%,1.00%,96.20%,88.10%,1.00%,0.00%,3.60%,0.00%,0.40%,3.10%,0.00%,3.10%,(X),,"3,070",49.40%,50.60%
"Census Tract 9707.01, Carteret County, North Carolina!!Estimate",,"1,208",602,606,99.3,13,40,103,103,28,108,92,169,145,97,254,44,12,50.5,228,"1,033",980,949,381,310,980,507,473,107.2,310,171,139,123,,"1,208","1,169",39,"1,169","1,099",22,8,0,0,0,3,40,0,40,0,0,0,0,0,0,0,0,0,0,0,39,0,27,0,0,,"1,208","1,138",34,47,52,0,0,,"1,208",12,0,0,0,12,"1,196","1,099",22,8,40,0,0,27,0,27,605,,906,474,432
"Census Tract 9707.01, Carteret County, North Carolina!!Percent",,"1,208",49.80%,50.20%,(X),1.10%,3.30%,8.50%,8.50%,2.30%,8.90%,7.60%,14.00%,12.00%,8.00%,21.00%,3.60%,1.00%,(X),18.90%,85.50%,81.10%,78.60%,31.50%,25.70%,980,51.70%,48.30%,(X),310,55.20%,44.80%,(X),,"1,208",96.80%,3.20%,96.80%,91.00%,1.80%,0.70%,0.00%,0.00%,0.00%,0.20%,3.30%,0.00%,3.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.20%,0.00%,2.20%,0.00%,0.00%,,"1,208",94.20%,2.80%,3.90%,4.30%,0.00%,0.00%,,"1,208",1.00%,0.00%,0.00%,0.00%,1.00%,99.00%,91.00%,1.80%,0.70%,3.30%,0.00%,0.00%,2.20%,0.00%,2.20%,(X),,906,52.30%,47.70%
"Census Tract 9707.02, Carteret County, North Carolina!!Estimate",,"3,629","1,918","1,711",112.1,172,256,308,378,160,350,656,561,193,248,210,121,16,38.4,946,"2,832","2,683","2,515",481,347,"2,683","1,382","1,301",106.2,347,157,190,82.6,,"3,629","3,555",74,"3,555","3,493",24,8,0,0,0,0,30,0,0,0,7,0,23,0,0,0,0,0,0,0,74,66,0,0,0,,"3,629","3,567",90,8,30,8,0,,"3,629",197,131,9,0,57,"3,432","3,296",24,8,30,0,0,74,0,74,"1,614",,"2,683","1,382","1,301"
"Census Tract 9707.02, Carteret County, North Carolina!!Percent",,"3,629",52.90%,47.10%,(X),4.70%,7.10%,8.50%,10.40%,4.40%,9.60%,18.10%,15.50%,5.30%,6.80%,5.80%,3.30%,0.40%,(X),26.10%,78.00%,73.90%,69.30%,13.30%,9.60%,"2,683",51.50%,48.50%,(X),347,45.20%,54.80%,(X),,"3,629",98.00%,2.00%,98.00%,96.30%,0.70%,0.20%,0.00%,0.00%,0.00%,0.00%,0.80%,0.00%,0.00%,0.00%,0.20%,0.00%,0.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,1.80%,0.00%,0.00%,0.00%,,"3,629",98.30%,2.50%,0.20%,0.80%,0.20%,0.00%,,"3,629",5.40%,3.60%,0.20%,0.00%,1.60%,94.60%,90.80%,0.70%,0.20%,0.80%,0.00%,0.00%,2.00%,0.00%,2.00%,(X),,"2,683",51.50%,48.50%
"Census Tract 9707.03, Carteret County, North Carolina!!Estimate",,"4,213","2,057","2,156",95.4,109,223,191,287,204,575,728,505,194,334,433,355,75,42.7,669,"3,639","3,544","3,403","1,060",863,"3,544","1,778","1,766",100.7,863,328,535,61.3,,"4,213","3,994",219,"3,994","3,715",221,0,0,0,0,0,58,0,0,25,33,0,0,0,0,0,0,0,0,0,219,56,16,10,0,,"4,213","3,934",277,16,68,0,137,,"4,213",299,15,77,13,194,"3,914","3,553",221,0,58,0,0,82,0,82,"2,129",,"3,471","1,753","1,718"
"Census Tract 9707.03, Carteret County, North Carolina!!Percent",,"4,213",48.80%,51.20%,(X),2.60%,5.30%,4.50%,6.80%,4.80%,13.60%,17.30%,12.00%,4.60%,7.90%,10.30%,8.40%,1.80%,(X),15.90%,86.40%,84.10%,80.80%,25.20%,20.50%,"3,544",50.20%,49.80%,(X),863,38.00%,62.00%,(X),,"4,213",94.80%,5.20%,94.80%,88.20%,5.20%,0.00%,0.00%,0.00%,0.00%,0.00%,1.40%,0.00%,0.00%,0.60%,0.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.20%,1.30%,0.40%,0.20%,0.00%,,"4,213",93.40%,6.60%,0.40%,1.60%,0.00%,3.30%,,"4,213",7.10%,0.40%,1.80%,0.30%,4.60%,92.90%,84.30%,5.20%,0.00%,1.40%,0.00%,0.00%,1.90%,0.00%,1.90%,(X),,"3,471",50.50%,49.50%
"Census Tract 9707.04, Carteret County, North Carolina!!Estimate",,"2,161","1,251",910,137.5,44,48,119,152,148,138,273,203,191,189,362,262,32,53.6,273,"1,917","1,888","1,724",741,656,"1,888","1,077",811,132.8,656,366,290,126.2,,"2,161","2,030",131,"2,030","1,941",34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,131,19,52,0,0,,"2,161","2,071",53,68,1,1,98,,"2,161",61,57,0,0,4,"2,100","1,932",34,16,0,0,0,118,46,72,"1,026",,"1,888","1,077",811
"Census Tract 9707.04, Carteret County, North Carolina!!Percent",,"2,161",57.90%,42.10%,(X),2.00%,2.20%,5.50%,7.00%,6.80%,6.40%,12.60%,9.40%,8.80%,8.70%,16.80%,12.10%,1.50%,(X),12.60%,88.70%,87.40%,79.80%,34.30%,30.40%,"1,888",57.00%,43.00%,(X),656,55.80%,44.20%,(X),,"2,161",93.90%,6.10%,93.90%,89.80%,1.60%,0.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.80%,6.10%,0.90%,2.40%,0.00%,0.00%,,"2,161",95.80%,2.50%,3.10%,0.00%,0.00%,4.50%,,"2,161",2.80%,2.60%,0.00%,0.00%,0.20%,97.20%,89.40%,1.60%,0.70%,0.00%,0.00%,0.00%,5.50%,2.10%,3.30%,(X),,"1,888",57.00%,43.00%
"Census Tract 9708.01, Carteret County, North Carolina!!Estimate",,"2,914","1,620","1,294",125.2,165,143,188,173,267,139,496,341,117,283,377,159,66,42.3,625,"2,377","2,289","2,225",789,602,"2,289","1,143","1,146",99.7,602,332,270,123,,"2,914","2,861",53,"2,861","2,711",104,17,0,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,53,27,26,0,0,,"2,914","2,764",131,43,29,0,0,,"2,914",275,265,0,0,10,"2,639","2,446",104,7,29,0,0,53,0,53,"1,499",,"2,184","1,083","1,101"
"Census Tract 9708.01, Carteret County, North Carolina!!Percent",,"2,914",55.60%,44.40%,(X),5.70%,4.90%,6.50%,5.90%,9.20%,4.80%,17.00%,11.70%,4.00%,9.70%,12.90%,5.50%,2.30%,(X),21.40%,81.60%,78.60%,76.40%,27.10%,20.70%,"2,289",49.90%,50.10%,(X),602,55.10%,44.90%,(X),,"2,914",98.20%,1.80%,98.20%,93.00%,3.60%,0.60%,0.00%,0.00%,0.00%,0.00%,1.00%,0.00%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.80%,0.90%,0.90%,0.00%,0.00%,,"2,914",94.90%,4.50%,1.50%,1.00%,0.00%,0.00%,,"2,914",9.40%,9.10%,0.00%,0.00%,0.30%,90.60%,83.90%,3.60%,0.20%,1.00%,0.00%,0.00%,1.80%,0.00%,1.80%,(X),,"2,184",49.60%,50.40%
"Census Tract 9708.04, Carteret County, North Carolina!!Estimate",,"3,906","1,897","2,009",94.4,168,223,243,212,212,312,512,634,215,406,561,177,31,47.1,803,"3,194","3,103","3,036","1,001",769,"3,103","1,571","1,532",102.5,769,362,407,88.9,,"3,906","3,817",89,"3,817","3,578",89,9,0,0,0,0,69,0,0,4,0,0,40,25,0,0,0,0,0,72,89,32,26,21,0,,"3,906","3,667",121,35,90,0,82,,"3,906",189,119,48,18,4,"3,717","3,442",89,9,69,0,19,89,10,79,"2,107",,"3,045","1,538","1,507"
"Census Tract 9708.04, Carteret County, North Carolina!!Percent",,"3,906",48.60%,51.40%,(X),4.30%,5.70%,6.20%,5.40%,5.40%,8.00%,13.10%,16.20%,5.50%,10.40%,14.40%,4.50%,0.80%,(X),20.60%,81.80%,79.40%,77.70%,25.60%,19.70%,"3,103",50.60%,49.40%,(X),769,47.10%,52.90%,(X),,"3,906",97.70%,2.30%,97.70%,91.60%,2.30%,0.20%,0.00%,0.00%,0.00%,0.00%,1.80%,0.00%,0.00%,0.10%,0.00%,0.00%,1.00%,0.60%,0.00%,0.00%,0.00%,0.00%,0.00%,1.80%,2.30%,0.80%,0.70%,0.50%,0.00%,,"3,906",93.90%,3.10%,0.90%,2.30%,0.00%,2.10%,,"3,906",4.80%,3.00%,1.20%,0.50%,0.10%,95.20%,88.10%,2.30%,0.20%,1.80%,0.00%,0.50%,2.30%,0.30%,2.00%,(X),,"3,045",50.50%,49.50%
"Census Tract 9708.05, Carteret County, North Carolina!!Estimate",,"1,634",838,796,105.3,83,109,72,91,96,161,182,305,128,118,152,117,20,45.5,338,"1,335","1,296","1,253",365,289,"1,296",679,617,110,289,156,133,117.3,,"1,634","1,449",185,"1,449","1,375",12,3,0,0,0,0,59,39,0,0,20,0,0,0,0,0,0,0,0,0,185,90,28,9,0,,"1,634","1,560",102,31,68,58,0,,"1,634",24,0,24,0,0,"1,610","1,351",12,3,59,0,0,185,0,185,842,,"1,274",679,595
"Census Tract 9708.05, Carteret County, North Carolina!!Percent",,"1,634",51.30%,48.70%,(X),5.10%,6.70%,4.40%,5.60%,5.90%,9.90%,11.10%,18.70%,7.80%,7.20%,9.30%,7.20%,1.20%,(X),20.70%,81.70%,79.30%,76.70%,22.30%,17.70%,"1,296",52.40%,47.60%,(X),289,54.00%,46.00%,(X),,"1,634",88.70%,11.30%,88.70%,84.10%,0.70%,0.20%,0.00%,0.00%,0.00%,0.00%,3.60%,2.40%,0.00%,0.00%,1.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11.30%,5.50%,1.70%,0.60%,0.00%,,"1,634",95.50%,6.20%,1.90%,4.20%,3.50%,0.00%,,"1,634",1.50%,0.00%,1.50%,0.00%,0.00%,98.50%,82.70%,0.70%,0.20%,3.60%,0.00%,0.00%,11.30%,0.00%,11.30%,(X),,"1,274",53.30%,46.70%
"Census Tract 9708.06, Carteret County, North Carolina!!Estimate",,"4,263","1,970","2,293",85.9,157,382,252,229,112,260,647,518,241,414,647,279,125,46.6,965,"3,374","3,298","3,224","1,287","1,051","3,298","1,567","1,731",90.5,"1,051",496,555,89.4,,"4,263","4,130",133,"4,130","4,013",42,4,0,0,0,4,22,0,0,20,0,2,0,0,7,0,7,0,0,42,133,26,9,18,0,,"4,263","4,146",68,13,56,59,70,,"4,263",225,109,62,0,54,"4,038","3,838",42,4,22,7,10,115,10,105,"2,515",,"3,280","1,558","1,722"
"Census Tract 9708.06, Carteret County, North Carolina!!Percent",,"4,263",46.20%,53.80%,(X),3.70%,9.00%,5.90%,5.40%,2.60%,6.10%,15.20%,12.20%,5.70%,9.70%,15.20%,6.50%,2.90%,(X),22.60%,79.10%,77.40%,75.60%,30.20%,24.70%,"3,298",47.50%,52.50%,(X),"1,051",47.20%,52.80%,(X),,"4,263",96.90%,3.10%,96.90%,94.10%,1.00%,0.10%,0.00%,0.00%,0.00%,0.10%,0.50%,0.00%,0.00%,0.50%,0.00%,0.00%,0.00%,0.00%,0.20%,0.00%,0.20%,0.00%,0.00%,1.00%,3.10%,0.60%,0.20%,0.40%,0.00%,,"4,263",97.30%,1.60%,0.30%,1.30%,1.40%,1.60%,,"4,263",5.30%,2.60%,1.50%,0.00%,1.30%,94.70%,90.00%,1.00%,0.10%,0.50%,0.20%,0.20%,2.70%,0.20%,2.50%,(X),,"3,280",47.50%,52.50%
"Census Tract 9709.03, Carteret County, North Carolina!!Estimate",,"1,056",522,534,97.8,41,12,35,32,0,52,72,175,93,149,287,87,21,60.9,109,968,947,936,527,395,947,473,474,99.8,395,181,214,84.6,,"1,056",923,133,923,914,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,16,13,22,15,,"1,056","1,032",47,39,22,0,58,,"1,056",11,11,0,0,0,"1,045",903,7,2,0,0,0,133,58,75,"2,917",,935,473,462
"Census Tract 9709.03, Carteret County, North Carolina!!Percent",,"1,056",49.40%,50.60%,(X),3.90%,1.10%,3.30%,3.00%,0.00%,4.90%,6.80%,16.60%,8.80%,14.10%,27.20%,8.20%,2.00%,(X),10.30%,91.70%,89.70%,88.60%,49.90%,37.40%,947,49.90%,50.10%,(X),395,45.80%,54.20%,(X),,"1,056",87.40%,12.60%,87.40%,86.60%,0.70%,0.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.60%,1.50%,1.20%,2.10%,1.40%,,"1,056",97.70%,4.50%,3.70%,2.10%,0.00%,5.50%,,"1,056",1.00%,1.00%,0.00%,0.00%,0.00%,99.00%,85.50%,0.70%,0.20%,0.00%,0.00%,0.00%,12.60%,5.50%,7.10%,(X),,935,50.60%,49.40%
"Census Tract 9709.04, Carteret County, North Carolina!!Estimate",,"2,788","1,324","1,464",90.4,85,68,160,198,61,157,222,395,354,312,529,199,48,56.1,476,"2,433","2,312","2,259",968,776,"2,312","1,115","1,197",93.1,776,376,400,94,,"2,788","2,670",118,"2,670","2,605",7,40,4,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,118,0,9,0,0,,"2,788","2,655",7,100,68,86,41,,"2,788",59,8,0,0,51,"2,729","2,546",7,40,0,18,0,118,41,77,"3,878",,"2,307","1,115","1,192"
"Census Tract 9709.04, Carteret County, North Carolina!!Percent",,"2,788",47.50%,52.50%,(X),3.00%,2.40%,5.70%,7.10%,2.20%,5.60%,8.00%,14.20%,12.70%,11.20%,19.00%,7.10%,1.70%,(X),17.10%,87.30%,82.90%,81.00%,34.70%,27.80%,"2,312",48.20%,51.80%,(X),776,48.50%,51.50%,(X),,"2,788",95.80%,4.20%,95.80%,93.40%,0.30%,1.40%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.60%,0.60%,0.00%,0.00%,0.00%,0.00%,4.20%,0.00%,0.30%,0.00%,0.00%,,"2,788",95.20%,0.30%,3.60%,2.40%,3.10%,1.50%,,"2,788",2.10%,0.30%,0.00%,0.00%,1.80%,97.90%,91.30%,0.30%,1.40%,0.00%,0.60%,0.00%,4.20%,1.50%,2.80%,(X),,"2,307",48.30%,51.70%
"Census Tract 9710.03, Carteret County, North Carolina!!Estimate",,"1,736",857,879,97.5,37,54,66,36,36,70,126,152,208,219,441,179,112,62.7,172,"1,571","1,564","1,530",894,732,"1,564",809,755,107.2,732,386,346,111.6,,"1,736","1,719",17,"1,719","1,692",10,5,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,1,17,0,0,11,0,,"1,736","1,709",10,5,22,0,7,,"1,736",6,0,0,0,6,"1,730","1,692",10,0,11,0,0,17,6,11,"4,092",,"1,555",804,751
"Census Tract 9710.03, Carteret County, North Carolina!!Percent",,"1,736",49.40%,50.60%,(X),2.10%,3.10%,3.80%,2.10%,2.10%,4.00%,7.30%,8.80%,12.00%,12.60%,25.40%,10.30%,6.50%,(X),9.90%,90.50%,90.10%,88.10%,51.50%,42.20%,"1,564",51.70%,48.30%,(X),732,52.70%,47.30%,(X),,"1,736",99.00%,1.00%,99.00%,97.50%,0.60%,0.30%,0.00%,0.00%,0.00%,0.00%,0.60%,0.00%,0.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,1.00%,0.00%,0.00%,0.60%,0.00%,,"1,736",98.40%,0.60%,0.30%,1.30%,0.00%,0.40%,,"1,736",0.30%,0.00%,0.00%,0.00%,0.30%,99.70%,97.50%,0.60%,0.00%,0.60%,0.00%,0.00%,1.00%,0.30%,0.60%,(X),,"1,555",51.70%,48.30%
"Census Tract 9711.03, Carteret County, North Carolina!!Estimate",,"1,785",933,852,109.5,19,76,69,83,72,144,92,253,135,132,373,204,133,57.5,218,"1,618","1,567","1,522",777,710,"1,567",804,763,105.4,710,360,350,102.9,,"1,785","1,770",15,"1,770","1,737",32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,,"1,785","1,752",32,5,0,0,11,,"1,785",45,0,4,16,25,"1,740","1,712",12,1,0,0,0,15,11,4,"5,059",,"1,567",804,763
"Census Tract 9711.03, Carteret County, North Carolina!!Percent",,"1,785",52.30%,47.70%,(X),1.10%,4.30%,3.90%,4.60%,4.00%,8.10%,5.20%,14.20%,7.60%,7.40%,20.90%,11.40%,7.50%,(X),12.20%,90.60%,87.80%,85.30%,43.50%,39.80%,"1,567",51.30%,48.70%,(X),710,50.70%,49.30%,(X),,"1,785",99.20%,0.80%,99.20%,97.30%,1.80%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.80%,0.00%,0.20%,0.00%,0.00%,,"1,785",98.20%,1.80%,0.30%,0.00%,0.00%,0.60%,,"1,785",2.50%,0.00%,0.20%,0.90%,1.40%,97.50%,95.90%,0.70%,0.10%,0.00%,0.00%,0.00%,0.80%,0.60%,0.20%,(X),,"1,567",51.30%,48.70%
"Census Tract 9801, Carteret County, North Carolina!!Estimate",,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,-,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
"Census Tract 9801, Carteret County, North Carolina!!Percent",,0,-,-,(X),-,-,-,-,-,-,-,-,-,-,-,-,-,(X),-,-,-,-,-,-,0,-,-,(X),0,-,-,(X),,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,0,-,-,-,-,-,-,,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(X),,0,-,-
"Census Tract 9901, Carteret County, North Carolina!!Estimate",,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,-,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
"Census Tract 9901, Carteret County, North Carolina!!Percent",,0,-,-,(X),-,-,-,-,-,-,-,-,-,-,-,-,-,(X),-,-,-,-,-,-,0,-,-,(X),0,-,-,(X),,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,0,-,-,-,-,-,-,,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(X),,0,-,-
"Census Tract 9902, Carteret County, North Carolina!!Estimate",,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,-,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
"Census Tract 9902, Carteret County, North Carolina!!Percent",,0,-,-,(X),-,-,-,-,-,-,-,-,-,-,-,-,-,(X),-,-,-,-,-,-,0,-,-,(X),0,-,-,(X),,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,0,-,-,-,-,-,-,,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(X),,0,-,-
